Image ID,Class,Confidence,Bounding Box
218,Early Blight,0.9268487691879272,"[[344.8882751464844, 268.5876770019531, 487.2393798828125, 353.7414855957031]]"
218,Early Blight,0.9105586409568787,"[[355.9626159667969, 74.49376678466797, 512.0, 137.9366455078125]]"
218,Early Blight,0.9098204374313354,"[[332.6655578613281, 132.33375549316406, 410.966796875, 168.9234619140625]]"
218,Early Blight,0.8839420080184937,"[[345.7682800292969, 239.36138916015625, 420.4453125, 276.6477966308594]]"
218,Early Blight,0.7342551946640015,"[[265.66387939453125, 20.407167434692383, 321.53594970703125, 66.8853988647461]]"
219,Early Blight,0.9479742646217346,"[[320.779296875, 203.67910766601562, 434.62188720703125, 250.0673828125]]"
219,Early Blight,0.9381632208824158,"[[165.68727111816406, 253.66200256347656, 299.6042785644531, 321.56134033203125]]"
219,Early Blight,0.9372791647911072,"[[342.70623779296875, 127.54871368408203, 511.9768371582031, 250.78538513183594]]"
219,Early Blight,0.9157965183258057,"[[123.42440032958984, 94.62977600097656, 239.98231506347656, 204.76797485351562]]"
219,Early Blight,0.9091559052467346,"[[147.36170959472656, 24.120866775512695, 258.9767150878906, 104.47176361083984]]"
219,Early Blight,0.9046139121055603,"[[219.82838439941406, 223.91217041015625, 302.31414794921875, 261.54901123046875]]"
219,Early Blight,0.8753998875617981,"[[85.11441040039062, 174.21331787109375, 286.7648620605469, 254.9602508544922]]"
219,Early Blight,0.8455283641815186,"[[248.4127197265625, 108.23760986328125, 303.7943115234375, 142.81866455078125]]"
219,Early Blight,0.7680745124816895,"[[291.0920715332031, 328.8646545410156, 386.4416809082031, 498.8055419921875]]"
220,Septoria Leaf Spot,0.9217167496681213,"[[196.6100311279297, 63.027862548828125, 397.0392761230469, 399.1383972167969]]"
220,Septoria Leaf Spot,0.8665270805358887,"[[191.1619110107422, 303.9249267578125, 339.6130676269531, 502.912353515625]]"
221,Septoria Leaf Spot,0.9062030911445618,"[[342.1221923828125, 172.49612426757812, 439.3706970214844, 259.3674011230469]]"
221,Septoria Leaf Spot,0.7992010712623596,"[[370.2652282714844, 96.05792999267578, 471.287109375, 162.47837829589844]]"
221,Septoria Leaf Spot,0.5213162302970886,"[[455.8818359375, 106.88816833496094, 511.9990234375, 164.13636779785156]]"
221,Septoria Leaf Spot,0.5063169002532959,"[[53.09117889404297, 0.0792020931839943, 228.44288635253906, 100.10942077636719]]"
222,Septoria Leaf Spot,0.9713109135627747,"[[144.75347900390625, 119.87677001953125, 392.3094177246094, 401.5920715332031]]"
223,Septoria Leaf Spot,0.9241889715194702,"[[421.8673095703125, 290.4807434082031, 512.0, 381.620361328125]]"
223,Septoria Leaf Spot,0.8368368148803711,"[[0.840576171875, 349.8240661621094, 85.23152923583984, 392.9279479980469]]"
223,Septoria Leaf Spot,0.8257237076759338,"[[48.25568771362305, 446.0521545410156, 334.0758972167969, 512.0]]"
223,Septoria Leaf Spot,0.8051360845565796,"[[4.975040435791016, 393.8168029785156, 150.9055938720703, 448.102783203125]]"
223,Septoria Leaf Spot,0.7633394598960876,"[[390.0343017578125, 117.65921783447266, 502.6365966796875, 162.2464141845703]]"
223,Septoria Leaf Spot,0.6931548118591309,"[[288.8069152832031, 119.8696060180664, 378.9604187011719, 222.92320251464844]]"
223,Septoria Leaf Spot,0.6059826016426086,"[[66.60324096679688, 189.8361053466797, 149.18678283691406, 264.4349365234375]]"
223,Septoria Leaf Spot,0.5414720773696899,"[[195.1619415283203, 279.33380126953125, 339.7895202636719, 406.1391296386719]]"
223,Septoria Leaf Spot,0.5278064012527466,"[[411.386962890625, 0.0, 502.615234375, 32.89691925048828]]"
223,Septoria Leaf Spot,0.5207279324531555,"[[446.7350769042969, 398.0360107421875, 511.9125671386719, 458.8179626464844]]"
224,Early Blight,0.9722872972488403,"[[114.56318664550781, 85.62770080566406, 436.5824890136719, 374.74896240234375]]"
224,Early Blight,0.9162957668304443,"[[34.758975982666016, 1.5564109086990356, 154.7366180419922, 234.07373046875]]"
224,Early Blight,0.8867497444152832,"[[18.407854080200195, 266.2593078613281, 106.46723175048828, 421.83978271484375]]"
224,Early Blight,0.7560414671897888,"[[210.20985412597656, 364.4487609863281, 498.0632629394531, 512.0]]"
225,Early Blight,0.9566457867622375,"[[248.09921264648438, 17.878942489624023, 366.1649169921875, 249.29776000976562]]"
225,Early Blight,0.94594806432724,"[[249.69691467285156, 302.7925720214844, 352.2244873046875, 451.88861083984375]]"
225,Early Blight,0.9450114965438843,"[[138.69459533691406, 298.593017578125, 256.97003173828125, 495.4302673339844]]"
225,Early Blight,0.9407562613487244,"[[351.31939697265625, 211.65670776367188, 442.009765625, 368.9462890625]]"
225,Early Blight,0.9054012894630432,"[[120.40895080566406, 53.94921875, 205.17613220214844, 246.40550231933594]]"
226,Early Blight,0.9687490463256836,"[[148.00186157226562, 197.87916564941406, 399.6435852050781, 402.2375183105469]]"
227,Leaf Mold,0.5359774231910706,"[[4.573816776275635, 4.617532253265381, 305.8246765136719, 330.4434814453125]]"
228,Leaf Mold,0.896513819694519,"[[0.28552964329719543, 52.14011001586914, 481.2738342285156, 489.5895080566406]]"
229,Leaf Mold,0.8944481611251831,"[[0.01344209536910057, 21.099536895751953, 512.0, 464.7360534667969]]"
230,Leaf Mold,0.9336240291595459,"[[0.0, 163.39039611816406, 511.5174560546875, 511.8061828613281]]"
231,Leaf Mold,0.8869219422340393,"[[5.387063503265381, 2.831686496734619, 509.8920593261719, 503.42572021484375]]"
232,Leaf Mold,0.9397863149642944,"[[0.0, 0.07220818102359772, 429.6227722167969, 511.9771423339844]]"
233,Leaf Mold,0.9498388171195984,"[[1.0426241159439087, 64.39579772949219, 512.0, 512.0]]"
234,Leaf Mold,0.9394956231117249,"[[0.5575023293495178, 156.83489990234375, 511.8277282714844, 510.9059143066406]]"
235,Leaf Mold,0.9750622510910034,"[[303.41876220703125, 201.3993377685547, 512.0, 382.6539611816406]]"
235,Leaf Mold,0.9532206654548645,"[[0.0, 251.48638916015625, 151.94215393066406, 378.6654968261719]]"
235,Leaf Mold,0.706138014793396,"[[85.43083953857422, 16.978580474853516, 285.7178039550781, 224.40286254882812]]"
236,Leaf Mold,0.911244809627533,"[[289.3764953613281, 74.27607727050781, 468.82244873046875, 467.921875]]"
237,Leaf Mold,0.9550434350967407,"[[163.51507568359375, 225.56370544433594, 277.4148864746094, 405.9134216308594]]"
237,Leaf Mold,0.9394296407699585,"[[285.15155029296875, 144.45729064941406, 400.86627197265625, 304.40692138671875]]"
237,Early Blight,0.8259866237640381,"[[405.938720703125, 134.1673583984375, 512.0, 379.2770690917969]]"
237,Leaf Mold,0.6523094177246094,"[[0.0, 184.43026733398438, 194.29736328125, 512.0]]"
238,Leaf Mold,0.8942949175834656,"[[26.93395233154297, 28.41835594177246, 482.50494384765625, 457.8753967285156]]"
239,Late Blight,0.954418420791626,"[[0.30847886204719543, 0.0, 511.5, 512.0]]"
241,Healthy,0.7360749840736389,"[[59.99396514892578, 7.663376331329346, 629.1189575195312, 596.2435913085938]]"
242,Healthy,0.8084578514099121,"[[15.447368621826172, 11.84699535369873, 617.5579833984375, 617.3589477539062]]"
243,Tomato Yellow Leaf Curl Virus,0.5969859957695007,"[[86.1347427368164, 34.271419525146484, 593.1328125, 574.6160278320312]]"
243,Spider Mites,0.5335087776184082,"[[89.2586669921875, 23.02585220336914, 575.906494140625, 586.5935668945312]]"
246,Spider Mites,0.6476341485977173,"[[81.13079833984375, 58.56796646118164, 606.99658203125, 613.210693359375]]"
248,Spider Mites,0.8467909097671509,"[[97.58422088623047, 52.37521743774414, 537.5192260742188, 586.244384765625]]"
250,Leaf Mold,0.5183638334274292,"[[84.43724822998047, 47.52484130859375, 528.9110107421875, 578.4447631835938]]"
252,Healthy,0.6935228109359741,"[[26.5346736907959, 10.765703201293945, 543.5276489257812, 576.7578735351562]]"
254,Spider Mites,0.674260139465332,"[[96.82889556884766, 21.416444778442383, 577.595947265625, 582.9791259765625]]"
255,Healthy,0.6797435879707336,"[[39.526222229003906, 12.263326644897461, 609.5460205078125, 574.5262451171875]]"
256,Spider Mites,0.5992137789726257,"[[94.9373779296875, 40.85061264038086, 555.5333862304688, 608.6693725585938]]"
257,Healthy,0.8175910115242004,"[[64.79421997070312, 19.265064239501953, 583.4113159179688, 491.46405029296875]]"
258,Tomato Yellow Leaf Curl Virus,0.8776214718818665,"[[2.613632917404175, 27.70988655090332, 567.7999877929688, 591.7786254882812]]"
260,Healthy,0.601080060005188,"[[98.27237701416016, 23.32539176940918, 553.2857666015625, 586.0870361328125]]"
261,Spider Mites,0.6477107405662537,"[[102.5728759765625, 53.477294921875, 573.0530395507812, 563.4776611328125]]"
261,Leaf Mold,0.564339280128479,"[[99.39136505126953, 55.60403060913086, 576.676513671875, 559.9383544921875]]"
262,Tomato Yellow Leaf Curl Virus,0.7158672213554382,"[[75.15093231201172, 5.88766622543335, 603.6192626953125, 623.6605224609375]]"
264,Spider Mites,0.9093634486198425,"[[68.09336853027344, 12.001378059387207, 403.8338928222656, 475.421875]]"
264,Spider Mites,0.7463054656982422,"[[306.4437255859375, 476.8452453613281, 640.0, 587.6446533203125]]"
265,Spider Mites,0.6420097351074219,"[[73.34172058105469, 28.848068237304688, 567.3968505859375, 584.8638305664062]]"
266,Healthy,0.6933521032333374,"[[41.68155288696289, 9.730672836303711, 558.89599609375, 611.919677734375]]"
267,Healthy,0.9058229327201843,"[[69.8043212890625, 0.0, 615.1193237304688, 618.1976928710938]]"
268,Spider Mites,0.7460936307907104,"[[57.019039154052734, 13.572925567626953, 576.6726684570312, 545.857177734375]]"
269,Healthy,0.8861899971961975,"[[53.50470733642578, 12.743996620178223, 542.1512451171875, 521.6592407226562]]"
270,Healthy,0.8008207082748413,"[[69.36905670166016, 15.841135025024414, 584.368408203125, 565.7360229492188]]"
272,Spider Mites,0.5161155462265015,"[[52.81802749633789, 4.941262245178223, 606.7757568359375, 556.4756469726562]]"
273,Tomato Yellow Leaf Curl Virus,0.6569150686264038,"[[29.459226608276367, 14.99928092956543, 638.652587890625, 595.7725830078125]]"
274,Healthy,0.9081001877784729,"[[68.88327026367188, 1.7980955839157104, 592.2853393554688, 631.962646484375]]"
275,Spider Mites,0.8081589341163635,"[[81.787841796875, 34.8210563659668, 553.347412109375, 600.2763671875]]"
277,Tomato Yellow Leaf Curl Virus,0.7264575362205505,"[[10.556137084960938, 25.42108726501465, 617.3526611328125, 598.4061279296875]]"
279,Healthy,0.522011399269104,"[[20.968303680419922, 31.67153549194336, 544.2167358398438, 546.7109375]]"
282,Target Spot,0.8409649729728699,"[[73.62004089355469, 12.566635131835938, 583.4601440429688, 570.1586303710938]]"
283,Target Spot,0.5507461428642273,"[[26.210128784179688, 4.457433223724365, 578.3311157226562, 594.2304077148438]]"
285,Spider Mites,0.5564721822738647,"[[66.2559585571289, 12.26147747039795, 618.0716552734375, 611.0731811523438]]"
286,Spider Mites,0.6372106075286865,"[[70.8976821899414, 8.763678550720215, 595.756103515625, 552.006103515625]]"
287,Healthy,0.7740797400474548,"[[67.17729949951172, 27.091135025024414, 607.9912719726562, 614.5355224609375]]"
288,Target Spot,0.8345770835876465,"[[67.17723083496094, 33.589942932128906, 596.1693115234375, 612.525146484375]]"
290,Healthy,0.5061305165290833,"[[82.31825256347656, 26.431415557861328, 568.9531860351562, 551.5203247070312]]"
291,Healthy,0.9192054271697998,"[[22.07217788696289, 16.696775436401367, 617.784912109375, 629.17578125]]"
292,Healthy,0.849374532699585,"[[124.85717010498047, 42.19546890258789, 628.2208251953125, 604.924560546875]]"
293,Healthy,0.8816903829574585,"[[55.23013687133789, 17.710893630981445, 616.2212524414062, 612.670654296875]]"
294,Target Spot,0.6327895522117615,"[[43.29948425292969, 6.484195232391357, 609.9337768554688, 574.4307250976562]]"
296,Target Spot,0.6692031621932983,"[[53.43117904663086, 9.024872779846191, 588.9280395507812, 582.1522827148438]]"
297,Healthy,0.8730096220970154,"[[114.4267807006836, 17.609861373901367, 595.6316528320312, 544.05224609375]]"
298,Healthy,0.6305564045906067,"[[24.238567352294922, 1.1338176727294922, 619.9762573242188, 622.7017211914062]]"
299,Leaf Mold,0.5337105393409729,"[[172.5978546142578, 57.26152801513672, 478.4809265136719, 585.8421020507812]]"
300,Healthy,0.6974966526031494,"[[0.0, 3.3026480674743652, 638.945556640625, 637.1432495117188]]"
301,Late Blight,0.9303415417671204,"[[109.31719207763672, 95.91412353515625, 495.4603271484375, 451.5118103027344]]"
302,Healthy,0.6953162550926208,"[[36.09647750854492, 21.359790802001953, 636.8045043945312, 598.2779541015625]]"
303,Healthy,0.7725716829299927,"[[40.89664077758789, 13.176447868347168, 600.6057739257812, 460.6470642089844]]"
305,Healthy,0.7711201310157776,"[[115.8036117553711, 48.92100143432617, 529.4246215820312, 568.7936401367188]]"
306,Healthy,0.6964380741119385,"[[1.1554313898086548, 10.183661460876465, 556.3543701171875, 603.0927734375]]"
307,Late Blight,0.919231116771698,"[[1.4338234663009644, 1.8312699794769287, 639.0011596679688, 612.7454833984375]]"
308,Target Spot,0.7045670747756958,"[[27.923295974731445, 19.299280166625977, 592.8345336914062, 590.2542114257812]]"
309,Late Blight,0.8958947062492371,"[[61.89165496826172, 33.654781341552734, 579.56591796875, 493.518310546875]]"
310,Leaf Mold,0.5630927085876465,"[[157.6230010986328, 5.896049499511719, 516.3377685546875, 600.625732421875]]"
311,Healthy,0.930053174495697,"[[7.708631992340088, 0.8717973828315735, 580.3676147460938, 601.6638793945312]]"
312,Late Blight,0.9233537912368774,"[[190.5504913330078, 89.43753814697266, 400.1262512207031, 568.8128662109375]]"
312,Late Blight,0.6567668318748474,"[[44.872684478759766, 0.011722339317202568, 274.900634765625, 71.25616455078125]]"
312,Late Blight,0.5843464732170105,"[[0.814765453338623, 0.0, 264.8403015136719, 86.17755889892578]]"
312,Late Blight,0.5190215110778809,"[[0.06525375694036484, 0.0, 232.6322479248047, 123.94442749023438]]"
313,Late Blight,0.9090573191642761,"[[50.9270133972168, 22.292551040649414, 478.5428161621094, 484.2066345214844]]"
314,Late Blight,0.6835976243019104,"[[7.389920711517334, 0.40261659026145935, 567.4844360351562, 608.6380004882812]]"
314,Healthy,0.5455699563026428,"[[5.859230995178223, 0.0, 624.8568115234375, 615.380126953125]]"
315,Healthy,0.8249081969261169,"[[49.095008850097656, 38.02064514160156, 599.5074462890625, 601.5509033203125]]"
316,Leaf Mold,0.5108174085617065,"[[55.42106628417969, 49.51663589477539, 578.7549438476562, 548.0772705078125]]"
317,Late Blight,0.8705468773841858,"[[166.04649353027344, 97.70814514160156, 442.94207763671875, 599.37646484375]]"
318,Healthy,0.8989894390106201,"[[0.0, 0.11431524902582169, 639.4461669921875, 604.7891235351562]]"
319,Healthy,0.9348204731941223,"[[11.739824295043945, 3.9523491859436035, 537.62353515625, 597.3861694335938]]"
320,Healthy,0.9365686774253845,"[[5.761341571807861, 0.16989314556121826, 603.4332275390625, 593.8553466796875]]"
321,Late Blight,0.5396266579627991,"[[113.57225799560547, 38.62735366821289, 538.4385375976562, 588.7152099609375]]"
322,Late Blight,0.6191807985305786,"[[119.9436264038086, 94.34666442871094, 441.220458984375, 587.548583984375]]"
323,Healthy,0.796547532081604,"[[6.672757625579834, 14.94129753112793, 594.2815551757812, 584.0599975585938]]"
324,Healthy,0.8853289484977722,"[[60.007843017578125, 16.16749382019043, 638.171875, 620.6586303710938]]"
325,Late Blight,0.8791940808296204,"[[78.25318908691406, 11.877405166625977, 530.6279296875, 582.7847290039062]]"
326,Spider Mites,0.7655100226402283,"[[77.9037094116211, 16.45482635498047, 525.00439453125, 581.0872802734375]]"
327,Late Blight,0.5832717418670654,"[[41.836708068847656, 41.71318435668945, 591.8287963867188, 601.409423828125]]"
328,Healthy,0.837647557258606,"[[30.36369514465332, 3.60976243019104, 606.1314697265625, 619.47314453125]]"
329,Tomato Yellow Leaf Curl Virus,0.5582115054130554,"[[53.69113540649414, 12.092068672180176, 550.8753051757812, 619.9920654296875]]"
330,Late Blight,0.8817616701126099,"[[156.78839111328125, 66.52434539794922, 569.4004516601562, 581.3781127929688]]"
331,Late Blight,0.9285740256309509,"[[44.15864562988281, 11.94770336151123, 529.804443359375, 539.705322265625]]"
332,Healthy,0.8942732810974121,"[[54.202125549316406, 0.0, 572.90576171875, 616.512939453125]]"
333,Spider Mites,0.812475323677063,"[[78.66438293457031, 4.561408042907715, 552.949462890625, 603.9956665039062]]"
334,Healthy,0.7586299180984497,"[[126.27792358398438, 0.0, 613.1715087890625, 614.1632690429688]]"
335,Healthy,0.7231375575065613,"[[95.04365539550781, 8.367704391479492, 536.8396606445312, 602.5523681640625]]"
336,Tomato Yellow Leaf Curl Virus,0.5911521315574646,"[[6.166309833526611, 6.454934120178223, 564.7850952148438, 633.8646850585938]]"
337,Late Blight,0.9268364906311035,"[[148.40286254882812, 151.98866271972656, 503.93035888671875, 538.0001220703125]]"
338,Late Blight,0.8660869598388672,"[[72.43407440185547, 13.058399200439453, 613.37939453125, 503.83966064453125]]"
339,Late Blight,0.8766278624534607,"[[72.2856216430664, 90.93584442138672, 548.8064575195312, 564.5706176757812]]"
340,Late Blight,0.9118242263793945,"[[55.94546890258789, 132.1385955810547, 488.8931884765625, 443.3739929199219]]"
341,Healthy,0.9426067471504211,"[[25.053386688232422, 1.347548484802246, 596.64501953125, 574.7235717773438]]"
342,Target Spot,0.9193882942199707,"[[103.32946014404297, 61.782257080078125, 553.0579833984375, 567.3983764648438]]"
343,Healthy,0.8773602247238159,"[[49.45200729370117, 24.218461990356445, 539.057861328125, 634.6653442382812]]"
344,Healthy,0.8847867846488953,"[[36.17381286621094, 36.12038803100586, 607.338134765625, 598.0987548828125]]"
345,Healthy,0.6639745235443115,"[[35.72145080566406, 3.287712335586548, 592.966064453125, 622.79248046875]]"
346,Late Blight,0.7351478338241577,"[[170.79481506347656, 75.20850372314453, 540.11767578125, 602.0383911132812]]"
347,Healthy,0.914025604724884,"[[35.757408142089844, 3.173468828201294, 640.0, 640.0]]"
349,Late Blight,0.9221813678741455,"[[96.93286895751953, 104.65733337402344, 421.4829406738281, 592.4615478515625]]"
350,Target Spot,0.7806199789047241,"[[85.78077697753906, 48.06597137451172, 580.86669921875, 620.91943359375]]"
351,Healthy,0.9254469871520996,"[[70.31608581542969, 2.883300542831421, 627.6442260742188, 622.5643310546875]]"
353,Healthy,0.8977304697036743,"[[29.715951919555664, 17.487361907958984, 615.7044067382812, 635.7606811523438]]"
354,Leaf Mold,0.9733928442001343,"[[320.5338439941406, 3.355095386505127, 469.7991027832031, 244.34719848632812]]"
354,Septoria Leaf Spot,0.9680017232894897,"[[47.88847732543945, 16.35692024230957, 231.7379150390625, 220.88372802734375]]"
354,Target Spot,0.9624117612838745,"[[18.260570526123047, 280.2604064941406, 231.20010375976562, 453.5769348144531]]"
354,Septoria Leaf Spot,0.9536163210868835,"[[288.82440185546875, 270.2686767578125, 505.96893310546875, 481.6332092285156]]"
355,Late Blight,0.9754905700683594,"[[324.0650329589844, 25.72031593322754, 471.8694763183594, 199.7063751220703]]"
355,Target Spot,0.965082585811615,"[[2.6437413692474365, 263.7253112792969, 199.2752685546875, 499.2579345703125]]"
355,Septoria Leaf Spot,0.9621044397354126,"[[36.657859802246094, 31.37929344177246, 243.90716552734375, 206.71270751953125]]"
355,Target Spot,0.9559144377708435,"[[321.333984375, 263.3507080078125, 452.0239562988281, 489.6940002441406]]"
356,Target Spot,0.9648041129112244,"[[275.7209777832031, 29.87001609802246, 484.6764221191406, 213.70584106445312]]"
356,Spider Mites,0.9504755139350891,"[[32.58937072753906, 295.9996032714844, 220.32833862304688, 500.23138427734375]]"
356,Tomato Mosaic Virus,0.9335237741470337,"[[18.627391815185547, 4.748276710510254, 238.48411560058594, 241.4021759033203]]"
356,Tomato Mosaic Virus,0.921240508556366,"[[306.718994140625, 275.9972229003906, 493.08502197265625, 459.7275695800781]]"
356,Tomato Mosaic Virus,0.8192917704582214,"[[371.5985107421875, 461.552734375, 424.25994873046875, 510.77459716796875]]"
357,Healthy,0.9699912071228027,"[[0.04104434698820114, 258.73345947265625, 248.61370849609375, 495.8793029785156]]"
357,Spider Mites,0.9610912203788757,"[[312.1128845214844, 288.9185485839844, 465.3352355957031, 501.9295654296875]]"
357,Septoria Leaf Spot,0.9467085003852844,"[[279.4368591308594, 25.587646484375, 473.1331481933594, 195.61053466796875]]"
357,Spider Mites,0.9432185888290405,"[[23.221736907958984, 53.36368179321289, 206.6398162841797, 192.63124084472656]]"
358,Late Blight,0.9709066152572632,"[[332.4546203613281, 266.3744201660156, 505.69549560546875, 491.98736572265625]]"
358,Septoria Leaf Spot,0.9637966156005859,"[[49.213409423828125, 262.56463623046875, 231.86399841308594, 450.629150390625]]"
358,Healthy,0.9633563160896301,"[[290.6680908203125, 11.951257705688477, 486.54412841796875, 221.638671875]]"
358,Late Blight,0.9584597945213318,"[[7.388958930969238, 3.7290613651275635, 249.06874084472656, 211.88487243652344]]"
359,Tomato Yellow Leaf Curl Virus,0.9664749503135681,"[[61.16159439086914, 30.62218475341797, 191.4479522705078, 215.9568634033203]]"
359,Target Spot,0.9660570025444031,"[[267.00299072265625, 261.6232604980469, 481.2945861816406, 465.0517883300781]]"
359,Tomato Yellow Leaf Curl Virus,0.9603374600410461,"[[318.5171813964844, 13.623391151428223, 479.9864501953125, 202.0602264404297]]"
359,Spider Mites,0.9563714861869812,"[[95.05138397216797, 311.8028564453125, 231.6544189453125, 489.77239990234375]]"
360,Healthy,0.9792190194129944,"[[17.068933486938477, 0.1453067511320114, 239.00364685058594, 239.65542602539062]]"
360,Leaf Mold,0.9696671366691589,"[[297.1876220703125, 24.159704208374023, 408.481689453125, 253.6584930419922]]"
360,Septoria Leaf Spot,0.9630417823791504,"[[286.5912170410156, 270.81829833984375, 452.9847106933594, 453.5931701660156]]"
360,Septoria Leaf Spot,0.9602794051170349,"[[14.909502983093262, 259.4471435546875, 235.0904998779297, 507.7633361816406]]"
361,Tomato Yellow Leaf Curl Virus,0.9700427055358887,"[[270.2849426269531, 265.3724670410156, 475.1956481933594, 498.55950927734375]]"
361,Late Blight,0.9690009355545044,"[[0.0, 271.3836669921875, 229.25721740722656, 498.5346374511719]]"
361,Spider Mites,0.9629640579223633,"[[315.5753173828125, 6.495404243469238, 478.3305358886719, 217.14447021484375]]"
361,Tomato Yellow Leaf Curl Virus,0.9573403596878052,"[[67.0211410522461, 11.782456398010254, 189.43807983398438, 212.8437957763672]]"
362,Spider Mites,0.9625754356384277,"[[291.6724548339844, 12.20361328125, 476.9430847167969, 215.21766662597656]]"
362,Septoria Leaf Spot,0.9587637186050415,"[[62.59846115112305, 277.84844970703125, 244.29774475097656, 442.3932800292969]]"
362,Spider Mites,0.9565949440002441,"[[35.24678421020508, 15.817038536071777, 240.03265380859375, 221.95677185058594]]"
362,Tomato Mosaic Virus,0.9353758692741394,"[[312.7442626953125, 285.7862854003906, 472.2688903808594, 451.6490478515625]]"
363,Target Spot,0.9690371751785278,"[[2.7750532627105713, 9.564682960510254, 241.439453125, 237.0240936279297]]"
363,Target Spot,0.9622400999069214,"[[41.394588470458984, 275.4063720703125, 206.8761749267578, 457.5843200683594]]"
363,Tomato Mosaic Virus,0.9590994715690613,"[[284.9252624511719, 273.3081359863281, 501.8856201171875, 490.611328125]]"
363,Late Blight,0.9478065371513367,"[[267.42987060546875, 107.6391830444336, 500.6352844238281, 247.54843139648438]]"
363,Early Blight,0.7254290580749512,"[[434.5222473144531, 8.443025588989258, 501.5455017089844, 120.39279174804688]]"
364,Healthy,0.9664846062660217,"[[5.471414089202881, 259.77813720703125, 240.81546020507812, 509.8059387207031]]"
364,Septoria Leaf Spot,0.9629691243171692,"[[287.97650146484375, 6.801456451416016, 466.7255859375, 240.42298889160156]]"
364,Healthy,0.9594902396202087,"[[294.5189514160156, 259.1696472167969, 503.1391296386719, 485.44036865234375]]"
364,Spider Mites,0.9581344723701477,"[[75.118896484375, 46.29865646362305, 197.17108154296875, 199.3147735595703]]"
365,Late Blight,0.9693445563316345,"[[289.1587829589844, 3.0233657360076904, 469.7542419433594, 229.7348175048828]]"
365,Target Spot,0.9667245149612427,"[[281.9908142089844, 260.41705322265625, 490.2421875, 511.91131591796875]]"
365,Septoria Leaf Spot,0.9656268358230591,"[[26.134170532226562, 264.2244873046875, 225.15875244140625, 497.327392578125]]"
365,Septoria Leaf Spot,0.9655765891075134,"[[25.112319946289062, 27.00927734375, 233.8769073486328, 224.08766174316406]]"
366,Leaf Mold,0.9672131538391113,"[[256.73828125, 267.7028503417969, 504.6781921386719, 440.66204833984375]]"
366,Late Blight,0.9647267460823059,"[[42.568294525146484, 267.5908508300781, 230.4337158203125, 467.128662109375]]"
366,Healthy,0.9550743699073792,"[[83.44425201416016, 5.539522171020508, 221.85865783691406, 186.55526733398438]]"
366,Late Blight,0.9489137530326843,"[[326.6020202636719, 32.96739959716797, 459.84588623046875, 200.48190307617188]]"
366,Early Blight,0.9437693357467651,"[[54.34947967529297, 161.32138061523438, 134.370361328125, 216.3482666015625]]"
367,Leaf Mold,0.9755104780197144,"[[312.8979797363281, 258.0768737792969, 443.7182312011719, 511.760009765625]]"
367,Septoria Leaf Spot,0.9659790992736816,"[[13.874131202697754, 7.660458087921143, 233.26406860351562, 192.5110321044922]]"
367,Tomato Yellow Leaf Curl Virus,0.9649131894111633,"[[293.65631103515625, 16.12976837158203, 481.89459228515625, 225.38531494140625]]"
367,Late Blight,0.9433391094207764,"[[44.44660568237305, 284.3209533691406, 173.91127014160156, 485.39349365234375]]"
368,Target Spot,0.9676713943481445,"[[31.224702835083008, 29.834300994873047, 243.1624298095703, 236.45484924316406]]"
368,Late Blight,0.9670369029045105,"[[293.9583435058594, 273.3699035644531, 464.36334228515625, 511.316650390625]]"
368,Tomato Yellow Leaf Curl Virus,0.9667221903800964,"[[300.8951110839844, 24.19321632385254, 439.1616516113281, 226.40403747558594]]"
368,Septoria Leaf Spot,0.953471839427948,"[[46.70805740356445, 270.2131042480469, 236.27671813964844, 478.5646667480469]]"
369,Target Spot,0.9730596542358398,"[[40.269676208496094, 286.6450500488281, 248.89892578125, 485.7562561035156]]"
369,Late Blight,0.9718906879425049,"[[293.80084228515625, 288.4181823730469, 497.9033203125, 472.7238464355469]]"
369,Late Blight,0.9669085144996643,"[[256.4810485839844, 0.0, 494.07733154296875, 256.64263916015625]]"
369,Spider Mites,0.9647572636604309,"[[57.548770904541016, 49.125919342041016, 225.32411193847656, 244.37583923339844]]"
370,Leaf Mold,0.9729539155960083,"[[324.01934814453125, 270.3149719238281, 439.9533996582031, 498.7749328613281]]"
370,Target Spot,0.969882071018219,"[[4.154469013214111, 264.7933044433594, 202.72451782226562, 490.5330810546875]]"
370,Septoria Leaf Spot,0.9632951021194458,"[[309.9349060058594, 14.920438766479492, 445.9645690917969, 211.46932983398438]]"
370,Late Blight,0.956925094127655,"[[81.2828598022461, 2.260239601135254, 230.51956176757812, 223.59027099609375]]"
371,Healthy,0.9667002558708191,"[[260.48431396484375, 263.26177978515625, 511.069580078125, 510.6071472167969]]"
371,Late Blight,0.9621391892433167,"[[66.98517608642578, 309.1185607910156, 251.1262664794922, 503.28704833984375]]"
371,Septoria Leaf Spot,0.9614145159721375,"[[281.8873596191406, 3.9299890995025635, 495.0830078125, 228.54566955566406]]"
371,Spider Mites,0.9460356831550598,"[[45.857940673828125, 42.88694763183594, 184.5730438232422, 206.69081115722656]]"
372,Septoria Leaf Spot,0.9688739776611328,"[[39.76895523071289, 1.0878618955612183, 221.9072265625, 234.83636474609375]]"
372,Septoria Leaf Spot,0.9671379923820496,"[[271.6595764160156, 17.989559173583984, 484.8783264160156, 200.2545623779297]]"
